Cod. Bodega,Bodega,Cod.Grupo,Grupo,Cod. Sub Grupo,Sub Grupo,Cod. Producto,Producto,Cod. U. Medida,Disponible,Reserva,Transitoria,Consignación,Stock Total,Costo Unit.,Costo Total,Archivo Origen
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO050TNKITC,KIT TONER BROTHER ALTERNATIVO - MAGENTA-CYAN-YELLOW,UN,2.0,0.0,0.0,0.0,2.0,175000.0,350000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO07048NN3M,CINTA ENMASCARAR,UN,8.0,0.0,0.0,0.0,8.0,1370.0,10960.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO0HPT25003,CARTUCHOS TINTA HP-250  MG,UN,12.0,0.0,0.0,0.0,12.0,32222.0,386664.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO103ANOCAP,ANOTADOR C. APRETADOR METAL/MADERA OF ACRIMET,UN,7.0,0.0,0.0,0.0,7.0,1350.0,9450.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO105AADURA,PILA DURACELL AA,UN,4.0,0.0,0.0,0.0,4.0,730.71,2923.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO110TIJHAN,TIJERA HAND,UN,2.0,0.0,0.0,0.0,2.0,749.0,1498.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO32000AA00,PILA DOBLE AA,UN,1.0,0.0,0.0,0.0,1.0,882.3,882.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO3200AAA00,PILA TRIPLE AAA,UN,4.0,0.0,0.0,0.0,4.0,871.88,3488.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO370CART02,RESMA DE PAPEL CARTA BLANCO,UN,10.0,0.0,0.0,0.0,10.0,3740.12,37401.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO400CART00,SEPARADOR TAMAÑO CARTA,UN,2500.0,0.0,0.0,0.0,2500.0,705.0,1762500.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : AO,,,,,,nan,,,2594.0,0.0,0.0,0.0,2594.0,,2601170.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,CP,COMPUTACION,ICP16600NN00,CONECTOR ANTENA,UN,50.0,0.0,0.0,0.0,50.0,3200.0,160000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : CP,,,,,,nan,,,50.0,0.0,0.0,0.0,50.0,,160000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : 137,,,,,,nan,,,2644.0,0.0,0.0,0.0,2644.0,,2761170.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB11007SS00,DISCO DE CORTE FINO  07in   ESPESOR 1.6 MM,UN,953.0,0.0,0.0,0.0,953.0,869.59,828719.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB11009MT00,DISCO DE CORTE FINO  09in   ESPESOR 3 MM,UN,50.0,0.0,0.0,0.0,50.0,1344.0,67200.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB1104MSS00,DISCO CORTE FINO  04 1/2in  ESPESOR 01 MM,UN,1072.0,0.0,0.0,0.0,1072.0,247.05,264840.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB12014SS00,DISCO CORTE NORMAL  14 in    ESPESOR 3mm,UN,14.0,0.0,0.0,0.0,14.0,4066.65,56933.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB1204MSS00,"DISCO CORTE NORMAL  04 1/2in    ESPESOR 2,5 MM",UN,250.0,0.0,0.0,0.0,250.0,553.06,138264.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB13007SS00,DISCO DESBASTE 07in,UN,363.0,0.0,0.0,0.0,363.0,1605.83,582914.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB1304MSS00,DISCO DESBASTE 04 1/2in,UN,160.0,0.0,0.0,0.0,160.0,839.04,134247.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB1404MHIHL,GRATA HISOPO  INOXIDABLE 26 MM,UN,5.0,0.0,0.0,0.0,5.0,2980.62,14903.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB1404MSSFA,GRATA PLANA TRENZADA  ACERO INOXIDABLE 4 1/2,UN,10.0,0.0,0.0,0.0,10.0,5400.0,54000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB1604MSS00,DISCO ZIRCONIO 4 1/2 in G40,UN,183.0,0.0,0.0,0.0,183.0,1176.0,215208.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB18007SS00,DISCO ZIRCONIO 7 in G80,UN,174.0,0.0,0.0,0.0,174.0,2599.76,452358.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB23208NN00,PIEDRA ESMERIL DE BANCO 8 PLG,UN,7.0,0.0,0.0,0.0,7.0,8638.5,60470.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IAB23310AL00,DISCO DE SIERRA 10 IN ALUMINIO,UN,4.0,0.0,0.0,0.0,4.0,9830.0,39320.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IABDIAM00412,DISCO DIAMANTADO 4.1/2 CONTINUO,UN,17.0,0.0,0.0,0.0,17.0,3790.0,64430.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,AB,ABRASIVOS,IBQ1394MSC00,GRATA PLANA ONDULADA CON VASTAGO ACERO CARBONO 4 1/2 in,UN,181.0,0.0,0.0,0.0,181.0,2600.0,470600.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : AB,,,,,,nan,,,3443.0,0.0,0.0,0.0,3443.0,,3444406.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,138,CORTES,DISCODESBA,DISCOS DE DESBASTE,IOT231FIBO00,DISCO DE FIBRA FS966 180X22 G.36 (BUBITRON),UN,200.0,0.0,0.0,0.0,200.0,2340.0,468000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : DISCODESBA,,,,,,nan,,,200.0,0.0,0.0,0.0,200.0,,468000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : 138,,,,,,nan,,,3643.0,0.0,0.0,0.0,3643.0,,3912406.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,140,LIBRERIA,AO,ARTICULOS DE OFICINA,IAO370OBAN02,BANDEJA PORTADOCUMENTO 3 NIVELESO,UN,1.0,0.0,0.0,0.0,1.0,6002.0,6002.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,140,LIBRERIA,AO,ARTICULOS DE OFICINA,IAO370OGUN02,GUILLOTINA 8X8GS,UN,1.0,0.0,0.0,0.0,1.0,45000.0,45000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : AO,,,,,,nan,,,2.0,0.0,0.0,0.0,2.0,,51002.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : 140,,,,,,nan,,,2.0,0.0,0.0,0.0,2.0,,51002.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,144,SEGURIDAD,CA,CASCO,E100CA000001,CASCO DE SEGURIDAD,UN,6.0,0.0,0.0,0.0,6.0,4643.18,27859.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : CA,,,,,,nan,,,6.0,0.0,0.0,0.0,6.0,,27859.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,144,SEGURIDAD,CM,CAMISA,E400CM000006,CAMISA MEZCLILLA VARON,UN,90.0,0.0,0.0,0.0,90.0,14069.96,1266296.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : CM,,,,,,nan,,,90.0,0.0,0.0,0.0,90.0,,1266296.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,144,SEGURIDAD,GU,GUANTES,E200GUPROM10,GUANTE SOLDADOR ROJO,,19.0,0.0,0.0,0.0,19.0,1890.0,35910.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,144,SEGURIDAD,GU,GUANTES,E200GUSOLAZU,GUANTES SOLDADOR,PR,15.0,0.0,0.0,0.0,15.0,3314.62,49719.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : GU,,,,,,nan,,,34.0,0.0,0.0,0.0,34.0,,85629.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,144,SEGURIDAD,OT,OTROS,E500OTRODI19,RODILLERA,UN,5.0,0.0,0.0,0.0,5.0,4200.0,21000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : OT,,,,,,nan,,,5.0,0.0,0.0,0.0,5.0,,21000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : 144,,,,,,nan,,,135.0,0.0,0.0,0.0,135.0,,1400785.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,A,AC. INOXIDABLES,GO,GOLILLA,A316LGO0MY00,GOLILLA PRESION 316L 1/2in,UN,55.0,0.0,0.0,0.0,55.0,32.0,1760.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : GO,,,,,,nan,,,55.0,0.0,0.0,0.0,55.0,,1760.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : A,,,,,,nan,,,55.0,0.0,0.0,0.0,55.0,,1760.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,B,ALE NO FERRICOS,CE,CERAMICA,BCEALCE55S00,"PLACA CERAMICA S 11,55xT13mm",UN,418.0,0.0,0.0,0.0,418.0,0.0,0.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,B,ALE NO FERRICOS,CE,CERAMICA,BCEALMM25150,CERAMICA  ALTALUMINA 150X25X25 MM,UN,480.0,0.0,0.0,0.0,480.0,0.0,0.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,B,ALE NO FERRICOS,CE,CERAMICA,BCEALMM35353,CERAMICA  ALTALUMINA 35X35X35 MM,UN,6480.0,0.0,0.0,0.0,6480.0,0.0,0.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,B,ALE NO FERRICOS,CE,CERAMICA,BCEALUMM0621,PLACA CERAMICA 150X50X25mm 92% AL2O3,UN,1792.0,0.0,0.0,0.0,1792.0,0.0,0.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : CE,,,,,,nan,,,9170.0,0.0,0.0,0.0,9170.0,,0.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,B,ALE NO FERRICOS,GM,GOMA,BCACHCN03NN0,CAUCHO NATURAL 03MM -  DUREZA 60,KG,258.0,0.0,0.0,0.0,258.0,3600.0,928800.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,B,ALE NO FERRICOS,GM,GOMA,BCACHCN06NN0,CAUCHO NATURAL 06MM -  DUREZA 60,KG,366.0,0.0,0.0,0.0,366.0,3600.0,1317600.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,B,ALE NO FERRICOS,GM,GOMA,BCACHCN12NN0,CAUCHO NATURAL 12MM -  DUREZA 60,KG,318.0,0.0,0.0,0.0,318.0,0.0,0.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,B,ALE NO FERRICOS,GM,GOMA,BCACHNE03NN0,CAUCHO NEOPRENO  03MM,KG,86.0,0.0,0.0,0.0,86.0,0.0,0.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,B,ALE NO FERRICOS,GM,GOMA,BCACHNE06NN0,CAUCHO NEOPRENO  06MM,KG,488.0,0.0,0.0,0.0,488.0,0.0,0.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : GM,,,,,,nan,,,1516.0,0.0,0.0,0.0,1516.0,,2246400.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : B,,,,,,nan,,,10686.0,0.0,0.0,0.0,10686.0,,2246400.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,,,CA036GO0EYOO,GOLILLA PRESION  5/8in,UN,282.0,0.0,0.0,0.0,282.0,60.06,16938.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : Sin Sub Grupo,,,,,,nan,,,282.0,0.0,0.0,0.0,282.0,,16938.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,4C,CODO 45°,CA2344C06W04,CODO 45º RL 06in SCH40,UN,1.0,0.0,0.0,0.0,1.0,10016.57,10017.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : 4C,,,,,,nan,,,1.0,0.0,0.0,0.0,1.0,,10017.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA23493D3W45,CODO 3D 45° RL 3in  STD,UN,1.0,0.0,0.0,0.0,1.0,66954.0,66954.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA23493D4W90,CODO 3D 90° RL 4in  STD,UN,3.0,0.0,0.0,0.0,3.0,115870.0,347610.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA23493D6W45,CODO 3D 45° RL 6in  STD,UN,6.0,0.0,0.0,0.0,6.0,265207.0,1591242.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA23493D6W90,CODO 3D 90° RL 6in  STD,UN,14.0,0.0,0.0,0.0,14.0,255642.0,3578988.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA23493D8W45,CODO 3D 45° RL 8in  STD,UN,1.0,0.0,0.0,0.0,1.0,604323.0,604323.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA23495D4W45,CODO 5D 45° RL 4in  STD,UN,1.0,0.0,0.0,0.0,1.0,156515.0,156515.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA23495D4W90,CODO 5D 90° RL 4in  STD,UN,1.0,0.0,0.0,0.0,1.0,149559.0,149559.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA2349C03W13,CODO 90° RL 3in SCH40,UN,35.0,0.0,0.0,0.0,35.0,6603.47,231122.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA2349C06W04,CODO 90º RL 06in SCH40,UN,19.0,0.0,0.0,0.0,19.0,23430.0,445170.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA2349C08W04,CODO 90° RC 8 in SCH 40,UN,1.0,0.0,0.0,0.0,1.0,35525.0,35525.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA2349C10W04,CODO 90º RL 10in SCH40,UN,21.0,0.0,0.0,0.0,21.0,86689.52,1820480.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA2349C14W04,CODO 90º RL 14in SCH 40,UN,10.0,0.0,0.0,0.0,10.0,124846.85,1248468.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,9C,CODO 90°,CA234C38W004,CODO 90º RC 4in SCH 40,UN,8.0,0.0,0.0,0.0,8.0,10896.0,87168.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : 9C,,,,,,nan,,,121.0,0.0,0.0,0.0,121.0,,10363124.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,CN,CAÑERIA,CA053CN2MT00,CAÑERIA A-106 2 1/2 in SCH80,MT,6.0,0.0,0.0,0.0,6.0,7689.21,46135.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : CN,,,,,,nan,,,6.0,0.0,0.0,0.0,6.0,,46135.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,CO,COPLA,CA234TE03000,TEE RECTA 3 in A234 SCH 40,UN,7.0,0.0,0.0,0.0,7.0,9635.0,67445.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,CO,COPLA,CA234TE06000,TEE RECTA 6 in A-234 SCH40,UN,5.0,0.0,0.0,0.0,5.0,23496.83,117484.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,CO,COPLA,CA234TEEA403,TEE RECTA 4 in A-234 SCH 40,UN,4.0,0.0,0.0,0.0,4.0,12886.0,51544.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : CO,,,,,,nan,,,16.0,0.0,0.0,0.0,16.0,,236473.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA036FL14Z17,FLANGE A-105 CL 150 LB SLIP-ON 14in,UN,4.0,0.0,0.0,0.0,4.0,137222.62,548890.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL02X00,FLANGE A-105 02in CIEGO CL 150 LBS RF,UN,1.0,0.0,0.0,0.0,1.0,7439.5,7440.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL02Z17,FLANGE A-105  02in SLIP ON RF CLASE 150lb,UN,7.0,0.0,0.0,0.0,7.0,5694.36,39860.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL03Z17,FLANGE A-105  03in SLIP ON RF CLASE 150lb,UN,9.0,0.0,0.0,0.0,9.0,9839.47,88555.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL04X00,FLANGE A-105 04in CIEGO CL 150 LBS,UN,2.0,0.0,0.0,0.0,2.0,16482.0,32964.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL06X00,FLANGE A-105 06in CIEGO CL 150 LBS RF,UN,7.0,0.0,0.0,0.0,7.0,24537.11,171760.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL08X00,FLANGE A-105 08in CIEGO CL 150 LBS RF,UN,2.0,0.0,0.0,0.0,2.0,94310.0,188620.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL08Z17,FLANGE A-105  08in SLIP ON RF CLASE 150lb,UN,12.0,0.0,0.0,0.0,12.0,32080.1,384961.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL10Z17,FLANGE A-105 CL 150 LB SLIP-ON 10in,UN,20.0,0.0,0.0,0.0,20.0,27755.87,555117.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL12Z17,FLANGE A-105 CL 150 LB SLIP-ON 12in,UN,9.0,0.0,0.0,0.0,9.0,54861.45,493753.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FL2MZ17,FLANGE A-105  2 1/2 in SLIP ON RF CLASE 150lb,UN,1.0,0.0,0.0,0.0,1.0,8668.17,8668.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,FL,FLANGE,CA105FLWN300,FLANGE WN A-105 3 in CL 300 RF SCH-XS,UN,1.0,0.0,0.0,0.0,1.0,18213.0,18213.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : FL,,,,,,nan,,,75.0,0.0,0.0,0.0,75.0,,2538802.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,GO,GOLILLA,CA036GO0QY00,GOLILLA PRESION 3/4 in,UN,105.0,0.0,0.0,0.0,105.0,61.97,6507.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : GO,,,,,,nan,,,105.0,0.0,0.0,0.0,105.0,,6507.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,PE,PERNO,C1020PE10S34,PERNO ANCLAJE 3/4,UN,28.0,0.0,0.0,0.0,28.0,2013.0,56364.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,PE,PERNO,CA036PE0C3MV,TORNILLO AUTOPERFORANTE HEX1/4in X 3 1/2in  CON GOLILLA GOMA,UN,89.0,0.0,0.0,0.0,89.0,39.0,3471.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
